start_stn,r_hour.0,r_hour.1,r_hour.2,r_hour.3,r_hour.4,r_hour.5,r_hour.6,r_hour.7,r_hour.8,r_hour.9,r_hour.10,r_hour.11,r_hour.12,r_hour.13,r_hour.14,r_hour.15,r_hour.16,r_hour.17,r_hour.18,r_hour.19,r_hour.20,r_hour.21,r_hour.22,r_hour.23
133,0.026988211,0.019388427,0.015618455,0.007121058,0.00362037,0.014152355,0.009843815,0.031506194,0.113577883,0.043683801,0.032882532,0.027915744,0.035156484,0.034079349,0.044072766,0.040272874,0.049069475,0.054634672,0.068876788,0.065914667,0.067231165,0.072197953,0.075219915,0.046975046
134,0.051143595,0.036178501,0.028310256,0.016585027,0.011763798,0.00902534,0.005939754,0.008948201,0.016276469,0.015196513,0.01824353,0.021444826,0.033054345,0.039264088,0.04339106,0.04782659,0.05704478,0.067188645,0.076175416,0.076869673,0.075635438,0.084120801,0.089057739,0.071315617
135,0.051297453,0.042087138,0.027711036,0.01609803,0.007888835,0.007288163,0.004284799,0.00808906,0.010772065,0.013174756,0.012493993,0.018220407,0.033717764,0.03872337,0.043088259,0.048814672,0.056943777,0.070719206,0.082452347,0.079168669,0.082212078,0.089019702,0.087938491,0.067795931
136,0.029024661,0.023275145,0.019465226,0.012884456,0.010598504,0.019118869,0.016348019,0.032903851,0.074050984,0.06566916,0.061582156,0.047104461,0.042255472,0.048282073,0.043155999,0.038514824,0.043294541,0.051537822,0.076821834,0.058187864,0.048282073,0.056525353,0.044264339,0.036852314
137,0.035785196,0.028074064,0.025626818,0.019162396,0.013944683,0.009465762,0.018469779,0.011820658,0.029736344,0.032876206,0.029459297,0.034030567,0.041972572,0.049637531,0.050099275,0.051715381,0.057810408,0.064136307,0.072770929,0.065383017,0.061458189,0.070323683,0.073325022,0.052915916
138,0.049693103,0.043312411,0.036411555,0.017338836,0.013524292,0.009744426,0.014044457,0.031140549,0.061726254,0.045393071,0.038076083,0.032562333,0.036134133,0.039775289,0.039740611,0.038943025,0.044595485,0.051357631,0.061483511,0.060685924,0.053923778,0.055518951,0.067344037,0.057530256
139,0.038940256,0.033828236,0.0255601,0.014847084,0.011779872,0.008401494,0.010090683,0.041740754,0.04583037,0.031294452,0.030183144,0.030272048,0.033828236,0.039340327,0.045430299,0.054631935,0.060366287,0.07254623,0.083214794,0.06987909,0.054498578,0.055787696,0.058410384,0.049297653
140,0.027703036,0.020729905,0.013908364,0.008185849,0.004699284,0.00401713,0.005533028,0.009588055,0.018190776,0.015500057,0.022018418,0.030469549,0.043468375,0.051616326,0.053245917,0.065069921,0.073142078,0.118315837,0.111949066,0.07696972,0.065069921,0.059991663,0.057717816,0.042899913
141,0.035963552,0.027562363,0.021229159,0.010889234,0.006591702,0.005105338,0.006462453,0.016479256,0.037805351,0.038451596,0.031019775,0.03379863,0.043039938,0.038710094,0.03964715,0.04649735,0.057548145,0.07202404,0.09040972,0.078841928,0.060908621,0.070182241,0.072605661,0.058226703
142,0.051777023,0.037626273,0.028669584,0.020530858,0.013373686,0.009815549,0.012024048,0.039466688,0.065886876,0.047769007,0.023557319,0.025193244,0.034395321,0.031941434,0.035540469,0.039180402,0.042820335,0.048096192,0.066582144,0.074884463,0.064659932,0.064987117,0.063596581,0.057625455
143,0.039870752,0.032485142,0.017569673,0.008770411,0.004933356,0.003779355,0.004471756,0.011424615,0.042698056,0.027696036,0.029830939,0.033062143,0.045063759,0.045150309,0.043621257,0.049910565,0.052305118,0.06952859,0.102302233,0.090127517,0.065633835,0.064508684,0.065027985,0.050227915
144,0.042736325,0.033801664,0.019165189,0.010898922,0.007488746,0.003437457,0.008279907,0.019247033,0.047469649,0.031714636,0.024116764,0.025330787,0.031851044,0.036229709,0.035697722,0.040021825,0.046432956,0.054276361,0.090997135,0.10135043,0.076660756,0.07423271,0.076783522,0.061778748
145,0.037870289,0.029047027,0.017494921,0.011066978,0.01246172,0.003971984,0.006336982,0.017707165,0.063400139,0.04166035,0.038325096,0.030623692,0.034595676,0.041296504,0.040083685,0.042357721,0.056123222,0.056850914,0.094630242,0.088171978,0.065189048,0.063278858,0.061914436,0.045541372
146,0.038440815,0.033170567,0.025138912,0.014632093,0.008991413,0.004243139,0.004916653,0.0131672,0.0395016,0.024734804,0.017511366,0.021838693,0.029786159,0.033743054,0.037952517,0.039872032,0.045832632,0.056086883,0.092692372,0.112005388,0.084239771,0.081057417,0.082101364,0.058343155
147,0.037365586,0.026312101,0.017241034,0.011373876,0.007328941,0.006107451,0.015358738,0.027353371,0.056769258,0.033120407,0.021025651,0.02264763,0.029616132,0.035102825,0.032679869,0.035343119,0.041790985,0.051863273,0.097078436,0.108111897,0.080558281,0.075432027,0.078195398,0.052223713
148,0.029727914,0.017411264,0.010609114,0.005262569,0.004058896,0.005318553,0.019174784,0.061135371,0.103655806,0.05033031,0.03683798,0.035158437,0.035214422,0.039217333,0.035438361,0.036921957,0.046019483,0.054249244,0.077147016,0.070848729,0.060407569,0.064494458,0.053325495,0.048034934
150,0.053378117,0.038299826,0.026725304,0.015924029,0.012396095,0.01070462,0.008239899,0.019572782,0.047385463,0.032814614,0.032041369,0.028779238,0.031461434,0.033926155,0.035086024,0.038009859,0.046515562,0.059370771,0.067514015,0.066209163,0.063841098,0.07461821,0.086313551,0.070872801
151,0.032258065,0.024384757,0.016241508,0.011427543,0.010032843,0.010055338,0.012102398,0.01585909,0.047712242,0.056800288,0.033832726,0.028433887,0.035362397,0.041796014,0.047509785,0.053088586,0.059634679,0.064538624,0.072007018,0.076258604,0.073064291,0.07083727,0.060309533,0.046452513
152,0.046582662,0.030102184,0.017790748,0.011477628,0.00772549,0.005938758,0.004900751,0.012515634,0.028647274,0.022061889,0.02045383,0.021032391,0.02298078,0.026418112,0.030731794,0.039844129,0.052147057,0.063650209,0.078352463,0.083729676,0.086733088,0.101120536,0.108131333,0.076931585
153,0.034003363,0.029017246,0.022349537,0.013941574,0.008427516,0.007919127,0.012357749,0.022271323,0.045872277,0.053302569,0.039243674,0.034120684,0.042000704,0.042626413,0.04168785,0.043604083,0.054260686,0.060713308,0.090981972,0.073540339,0.06423292,0.058288686,0.06118259,0.044053811
154,0.041736374,0.033248217,0.023932377,0.018772563,0.013348596,0.015673153,0.008382495,0.015444219,0.03655895,0.035625605,0.034199172,0.030888439,0.035502333,0.041120014,0.041930087,0.045381703,0.049414458,0.055630888,0.074755657,0.087593555,0.069771947,0.066144228,0.070405917,0.054539051
155,0.033671895,0.02054655,0.014522278,0.007828643,0.005384011,0.005471319,0.025755944,0.05468409,0.12339571,0.058962196,0.034952417,0.030295975,0.036232939,0.03023777,0.032944326,0.031838421,0.037338843,0.046942755,0.059573354,0.071330869,0.069468293,0.068653415,0.055440761,0.044527226
156,0.025013839,0.019339884,0.014081096,0.009202878,0.006538887,0.004497647,0.012282037,0.030756989,0.075629671,0.040236645,0.038195405,0.037711043,0.04196651,0.047329089,0.0471907,0.046913922,0.054006366,0.084071409,0.098048713,0.069471353,0.053625796,0.05497509,0.055597841,0.033317188
157,0.030644649,0.030591722,0.015137081,0.008971102,0.006933418,0.005980735,0.015507569,0.041944533,0.064914788,0.043876363,0.029162697,0.034005504,0.041865142,0.044670266,0.04392929,0.042500265,0.04879856,0.055229173,0.078358209,0.077776014,0.065920398,0.067772838,0.064438446,0.04107124
158,0.027165602,0.016326347,0.012683278,0.010344517,0.006746424,0.021903391,0.025051723,0.07196186,0.158900783,0.046505352,0.035576145,0.033597193,0.036790501,0.035036431,0.039938832,0.041647927,0.04101826,0.05028335,0.056669965,0.055635513,0.049203922,0.046235495,0.04583071,0.034946478
159,0.026156063,0.021396446,0.017641151,0.016855159,0.011615213,0.0096939,0.014453517,0.029824025,0.04707218,0.049124492,0.041439238,0.045063534,0.051831798,0.045849526,0.048076503,0.051438802,0.058774726,0.068337627,0.076197546,0.068206629,0.058076067,0.052574123,0.052181127,0.038120606
160,0.037342094,0.024848457,0.019804729,0.012632456,0.007126001,0.007218546,0.019249456,0.042154458,0.093609736,0.073110916,0.029938457,0.028689094,0.031049003,0.031372912,0.034612003,0.036277821,0.040766276,0.060154551,0.076997825,0.090740826,0.058488733,0.052103096,0.051038823,0.040673731
161,0.036288998,0.040147783,0.024466338,0.023973727,0.011494253,0.00681445,0.015353038,0.053858785,0.096223317,0.047208539,0.043842365,0.028078818,0.027175698,0.02865353,0.029228243,0.032512315,0.039162562,0.055747126,0.063464696,0.076518883,0.057471264,0.054351396,0.063218391,0.044745484
162,0.02394577,0.016139918,0.011972885,0.005810371,0.00619186,0.008803592,0.023593626,0.039968307,0.066349737,0.057839599,0.048742554,0.04982833,0.049652258,0.04507439,0.042550694,0.049446841,0.05989377,0.073069812,0.08240162,0.062710919,0.051236905,0.050209819,0.04164099,0.032925434
163,0.040285205,0.044622698,0.031788473,0.020855615,0.010160428,0.008615567,0.006179441,0.020499109,0.040106952,0.03731432,0.028104575,0.035828877,0.036363636,0.03731432,0.043969103,0.050623886,0.06553773,0.06916221,0.067736185,0.057635175,0.056327986,0.065775401,0.070528818,0.05466429
164,0.020782901,0.017417488,0.01594143,0.010096239,0.007203165,0.03619295,0.021196198,0.088681585,0.102792702,0.066954006,0.035307315,0.039263152,0.040030702,0.028930743,0.030642971,0.03896794,0.045875893,0.049300348,0.097833146,0.047706205,0.042569522,0.046230147,0.037255712,0.032827537
165,0.026559565,0.021506769,0.015709011,0.008259377,0.005279523,0.006348384,0.025004858,0.095193367,0.128522381,0.059176006,0.046641187,0.033458574,0.037960744,0.039806957,0.035175228,0.034235927,0.041232105,0.052179828,0.052503725,0.052892401,0.047580488,0.051532033,0.049102805,0.034138758
166,0.019559421,0.01507933,0.011167446,0.009659513,0.021132917,0.009637659,0.041194982,0.064425893,0.13702522,0.064076227,0.045303553,0.02908781,0.034485773,0.039075134,0.03590629,0.035687749,0.047751213,0.048581669,0.054154465,0.056667687,0.051247869,0.05098562,0.046767778,0.031338782
167,0.029098739,0.025099969,0.018886496,0.013472778,0.01058136,0.00658259,0.03420486,0.067425408,0.153368194,0.082805291,0.041464165,0.036604122,0.045585974,0.040664411,0.034881575,0.034143341,0.042448477,0.051984005,0.044294063,0.043494309,0.049092587,0.034881575,0.03026761,0.028668102
168,0.036248132,0.027404086,0.017563528,0.01083707,0.007473842,0.003986049,0.011833582,0.031016442,0.095166916,0.089187843,0.056178376,0.035376183,0.038490284,0.035874439,0.039985052,0.034877927,0.049451918,0.065146986,0.073866467,0.057922272,0.045341305,0.047708022,0.047085202,0.041978077
169,0.030881196,0.035864149,0.032717021,0.016522423,0.007081039,0.007081039,0.019538421,0.03448728,0.066876475,0.067138736,0.030487805,0.030881196,0.033307107,0.037896669,0.03815893,0.049763965,0.047338054,0.051206399,0.081038552,0.057041699,0.050091791,0.065237346,0.070220299,0.039142408
170,0.031703439,0.024315908,0.015901411,0.009640231,0.006956867,0.006128669,0.028026237,0.051348307,0.12078447,0.039289737,0.035446896,0.029351355,0.035678791,0.034353674,0.039521633,0.038262771,0.045285894,0.050155701,0.05982906,0.064466971,0.065692705,0.067680382,0.056748161,0.043430729
171,0.021177594,0.015033109,0.010141383,0.00608483,0.003638967,0.002744139,0.015629661,0.01551035,0.054584502,0.064069677,0.030841735,0.048201396,0.051840363,0.043965877,0.045278291,0.048678637,0.068185886,0.053272087,0.147109706,0.090735549,0.05088588,0.042892084,0.042116566,0.027381734
172,0.037389367,0.028659161,0.020169787,0.012703956,0.006141249,0.004575832,0.01541333,0.052682281,0.107110603,0.075982901,0.042868324,0.042386658,0.03407791,0.033174785,0.036486242,0.036847492,0.043109158,0.052019989,0.074176651,0.054909989,0.044253116,0.051779156,0.052260822,0.040821241
173,0.028957978,0.020700884,0.01577764,0.011203287,0.004845713,0.005698558,0.017134439,0.02767871,0.097340673,0.038029152,0.033416033,0.035858273,0.038339277,0.040936579,0.042177082,0.043340053,0.044541789,0.058226082,0.114630175,0.091021864,0.054582106,0.053302838,0.048495891,0.033764925
174,0.036075949,0.02278481,0.010443038,0.005063291,0.004113924,0.003797468,0.002848101,0.007278481,0.04556962,0.022468354,0.022151899,0.030063291,0.047468354,0.041772152,0.04556962,0.061392405,0.087025316,0.093670886,0.108227848,0.060443038,0.060759494,0.070886076,0.062025316,0.048101266
175,0.023373145,0.015575981,0.011337993,0.00766874,0.006219385,0.006366155,0.009099749,0.036013723,0.095914286,0.057497202,0.047700295,0.034362559,0.04074706,0.036270571,0.03647238,0.041994606,0.058157668,0.058432862,0.075916855,0.061698497,0.060634414,0.072320986,0.067789458,0.03843543
176,0.049372487,0.03440965,0.024174485,0.014962837,0.010186426,0.006920921,0.01220909,0.022298038,0.053027903,0.043499452,0.025612282,0.027342512,0.034068478,0.038235652,0.041574266,0.047471671,0.058559766,0.05926648,0.064018521,0.056805166,0.064895821,0.0696966,0.074838552,0.066552943
177,0.034912147,0.03842628,0.022612681,0.013063407,0.006569901,0.004507257,0.008326967,0.068067227,0.086860199,0.038961039,0.030099312,0.029946524,0.03315508,0.039954163,0.038884645,0.044537815,0.044232238,0.063865546,0.066615737,0.061879297,0.052482811,0.065775401,0.063407181,0.042857143
178,0.042864054,0.038703435,0.023754233,0.012820513,0.007450411,0.005418481,0.014562167,0.046008708,0.136816642,0.051572327,0.03217223,0.024866957,0.028979197,0.031640058,0.034059023,0.034059023,0.038268021,0.043734881,0.060667634,0.065263667,0.056990808,0.063134978,0.059264635,0.046927915
179,0.028297029,0.022683969,0.015963747,0.008136361,0.003707709,0.002909522,0.012513518,0.029326948,0.110716309,0.0630568,0.031052062,0.029944899,0.032854421,0.035712447,0.035454967,0.040424327,0.044054792,0.051985169,0.078196612,0.097842319,0.065399866,0.066043566,0.053015088,0.040707554
180,0.032874054,0.028371822,0.017077431,0.015641374,0.009897147,0.006830972,0.012885698,0.046652435,0.083873472,0.051736852,0.027595575,0.033727925,0.036328352,0.034659422,0.037725597,0.049796235,0.045643315,0.055424025,0.099359596,0.080768484,0.053793906,0.054531341,0.049175238,0.03562973
181,0.025172644,0.015370907,0.00790822,0.003118735,0.003118735,0.002116284,0.003118735,0.006683003,0.026175095,0.028179996,0.018378258,0.022276676,0.023947427,0.031075963,0.051347739,0.06192916,0.086322121,0.110046781,0.108153264,0.10113611,0.073847182,0.081087102,0.065827579,0.043662286
182,0.038768647,0.022200673,0.014566612,0.009573524,0.00540574,0.00548827,0.008046712,0.014607878,0.043968061,0.030515609,0.023933811,0.023232302,0.026162131,0.030515609,0.035549962,0.043844265,0.055914333,0.064146739,0.083438216,0.083830235,0.08872016,0.091691254,0.089648627,0.066230631
183,0.034748599,0.029157735,0.02365462,0.014654081,0.011532724,0.009614782,0.013087135,0.055657929,0.09484412,0.050743986,0.035864265,0.035751445,0.037493889,0.040088752,0.036428365,0.038434057,0.04411267,0.053652238,0.067616863,0.06270292,0.052887568,0.053037995,0.057738834,0.046494428
184,0.039933106,0.034170264,0.02809103,0.025153111,0.016520147,0.01166128,0.015254582,0.014712197,0.056521051,0.042215643,0.034983841,0.030780357,0.038644941,0.041876653,0.040814482,0.041831454,0.045921942,0.050826007,0.064860223,0.07810346,0.068408326,0.065402608,0.062306493,0.051006802
185,0.022786405,0.01273519,0.008188864,0.005121464,0.003642538,0.014816641,0.038260346,0.08443568,0.085777668,0.047572098,0.037685208,0.030345356,0.033193657,0.034426095,0.03557637,0.046147947,0.050803823,0.059047463,0.062607838,0.070248952,0.060225125,0.06060855,0.053022211,0.042724509
186,0.010874617,0.006208755,0.003587694,0.002714007,0.00163584,0.001078167,0.002676829,0.006915141,0.011692536,0.012194442,0.015763547,0.028980389,0.040263965,0.046714379,0.064615671,0.092406357,0.119509248,0.142076401,0.129138396,0.094822939,0.060024166,0.046658611,0.038293522,0.021154382
188,0.030576498,0.026768715,0.018048892,0.012184906,0.0080725,0.009747925,0.008262889,0.026578326,0.118840911,0.053499353,0.038115909,0.027682583,0.033851192,0.037544741,0.038610921,0.042951793,0.044512985,0.053308964,0.069644353,0.06953012,0.060277207,0.06180032,0.066103115,0.043484883
191,0.039780231,0.035923715,0.025727719,0.015056263,0.008135665,0.006867769,0.038882139,0.03983306,0.105763643,0.044640499,0.029531407,0.032542659,0.03301812,0.038089704,0.042104707,0.040255692,0.041365101,0.050504517,0.050451688,0.062655185,0.061123144,0.062972159,0.05034603,0.044429183
192,0.019896944,0.014387021,0.008724045,0.006173154,0.003418193,0.007499617,0.023366155,0.077087904,0.142849855,0.065455844,0.040865262,0.036324677,0.047446559,0.037498087,0.039436763,0.041120351,0.051630019,0.064690577,0.05765012,0.052038161,0.04254885,0.046120096,0.043671241,0.030100505
194,0.054781276,0.045985143,0.022450183,0.010187478,0.006980309,0.003584483,0.005706874,0.025916755,0.061219196,0.033887513,0.022261526,0.023464214,0.027944818,0.036528711,0.035656173,0.038792595,0.040018866,0.049852612,0.081971466,0.084919231,0.069968164,0.070935031,0.078434147,0.068553237
195,0.045716463,0.036620791,0.018381828,0.012000571,0.007095576,0.008952807,0.014810229,0.043478261,0.085623125,0.047287966,0.033144435,0.025953617,0.046049812,0.034334968,0.03295395,0.039906662,0.041478166,0.05647888,0.063526835,0.070670032,0.059526644,0.057478928,0.059717129,0.058812324
196,0.038678985,0.03681743,0.0246139,0.013720353,0.009307777,0.009790403,0.007170436,0.016960838,0.075703254,0.047710976,0.035300607,0.029646994,0.039161611,0.040471594,0.044815223,0.049434639,0.049296746,0.05315775,0.066188638,0.082460011,0.062051848,0.057984004,0.060535025,0.04902096
198,0.023347039,0.021125762,0.018762701,0.012902311,0.008270712,0.007230966,0.026040928,0.050569498,0.062432062,0.063330025,0.038139799,0.03313011,0.031901319,0.039037762,0.038376105,0.054633962,0.045701593,0.052412685,0.098350584,0.086015407,0.055815492,0.051561983,0.045418025,0.035493171
