start_stn,r_hour.0,r_hour.1,r_hour.2,r_hour.3,r_hour.4,r_hour.5,r_hour.6,r_hour.7,r_hour.8,r_hour.9,r_hour.10,r_hour.11,r_hour.12,r_hour.13,r_hour.14,r_hour.15,r_hour.16,r_hour.17,r_hour.18,r_hour.19,r_hour.20,r_hour.21,r_hour.22,r_hour.23
331,0.015806077,0.008367923,0.006010294,0.004648846,0.003586253,0.001361448,0.002291217,0.027295368,0.054391499,0.035895733,0.029453761,0.05631745,0.052365931,0.049211356,0.050340362,0.054623942,0.062161713,0.067773535,0.144877968,0.098323095,0.054424705,0.048115557,0.045791134,0.026564835
332,0.017457085,0.011929008,0.006546407,0.005043158,0.004461255,0.001891184,0.006934342,0.038842013,0.088012802,0.048055475,0.028852682,0.046018815,0.047182621,0.049073805,0.058093298,0.061584715,0.057608379,0.074483561,0.11473184,0.078896324,0.048831345,0.041363592,0.036126467,0.027979827
333,0.015484169,0.009706494,0.005777675,0.004853247,0.00231107,0.002079963,0.007626531,0.01848856,0.074185348,0.028888375,0.021955165,0.02542177,0.062167784,0.049225792,0.047608043,0.063092212,0.072105385,0.085047377,0.119251213,0.082736307,0.058932286,0.056390109,0.056159002,0.030506124
334,0.027522936,0.016345655,0.011785325,0.00847685,0.006295044,0.005222026,0.009192196,0.020959637,0.050288821,0.035266556,0.028470769,0.028935744,0.040613767,0.048053365,0.049233686,0.055296243,0.05724556,0.06532897,0.085018867,0.091188726,0.075021907,0.070694064,0.065704526,0.047838761
335,0.017682263,0.011806311,0.008759521,0.007453754,0.004570185,0.00296518,0.008106638,0.021109902,0.062785637,0.033079434,0.032861806,0.035609358,0.043607182,0.05554951,0.048721436,0.0531284,0.056664853,0.060174102,0.097361262,0.093171926,0.069967356,0.066702938,0.070538629,0.037622416
336,0.018671862,0.018866699,0.010683553,0.005552849,0.003052444,0.005358013,0.010910862,0.023575256,0.058321156,0.036629323,0.038123072,0.040688423,0.04029875,0.050982302,0.058613411,0.058548466,0.06728365,0.085987985,0.118363371,0.086540023,0.04887157,0.040720896,0.041467771,0.031888294
337,0.019492219,0.012885613,0.007098007,0.004204204,0.002074802,0.003166803,0.005405405,0.024515425,0.069396669,0.044553645,0.037947038,0.037455637,0.054381654,0.045973246,0.048757849,0.055692056,0.073273273,0.085121485,0.11023751,0.070597871,0.054381654,0.053235053,0.045427245,0.034725635
338,0.007996227,0.00658151,0.006478995,0.004879749,0.003218994,0.002460378,0.005002768,0.016033461,0.034383778,0.028007299,0.024890821,0.036434093,0.05218051,0.068829065,0.059254096,0.062145039,0.066901769,0.091505546,0.126053349,0.081705042,0.058515982,0.057613844,0.063969819,0.034957866
339,0.0137679,0.011621978,0.008838652,0.006735223,0.003654443,0.003229508,0.013682913,0.029724217,0.042812221,0.034759699,0.033761101,0.042196065,0.0472103,0.053095653,0.056155186,0.060362045,0.06078698,0.072812646,0.102324396,0.082437428,0.057026303,0.053201887,0.063400331,0.046402924
340,0.041519515,0.025361855,0.021134879,0.010411901,0.00730114,0.009808048,0.031491885,0.046002672,0.090578053,0.045526908,0.033047265,0.032845981,0.034126882,0.036944866,0.036816776,0.0456367,0.048015517,0.049881974,0.06283738,0.05840912,0.052297389,0.059012974,0.06662519,0.05436513
341,0.037339503,0.023042221,0.017119722,0.012353962,0.008606131,0.011174089,0.017489879,0.029566223,0.071185656,0.041619433,0.022417582,0.024291498,0.032458068,0.042082128,0.042614228,0.049600925,0.053626374,0.059271255,0.075280509,0.072596877,0.066581839,0.067784847,0.068663968,0.053233083
342,0.036910934,0.021651319,0.016822719,0.010044107,0.006298847,0.005617891,0.010415538,0.02148108,0.071484949,0.038597849,0.025365627,0.025690629,0.031184709,0.0407181,0.038737135,0.044834791,0.052557456,0.064598004,0.088152906,0.079764761,0.067414687,0.069736129,0.072893291,0.059026542
343,0.01820342,0.020028005,0.010820215,0.006831587,0.005473756,0.01226291,0.025926083,0.038358722,0.104977299,0.052785675,0.042771672,0.041753299,0.055713498,0.052997836,0.048500021,0.054652692,0.055246743,0.051809734,0.084779565,0.082106335,0.042474647,0.033394153,0.033521449,0.024610684
344,0.032083942,0.023932142,0.017983531,0.011373964,0.013026356,0.013219135,0.019360524,0.033268156,0.068409022,0.04659745,0.043375286,0.060450001,0.054391231,0.047368566,0.045688634,0.04450442,0.052022803,0.061744375,0.071686266,0.071879045,0.042356311,0.039712484,0.046156812,0.039409545
345,0.008534301,0.006601445,0.005560677,0.003270986,0.00228969,0.004609117,0.010080585,0.037200036,0.051711321,0.037854233,0.030925689,0.048975587,0.063159773,0.043117547,0.050432662,0.05108686,0.055012043,0.081269143,0.14897856,0.088286895,0.054238901,0.044158316,0.04522882,0.027416813
346,0.041968136,0.036358986,0.031973982,0.026766791,0.01898341,0.015585033,0.007363151,0.010249945,0.020993203,0.01898341,0.022966455,0.026383103,0.033344296,0.036687861,0.040780531,0.047065702,0.060896733,0.089052108,0.092815903,0.076280786,0.064240298,0.0614814,0.065720237,0.05305854
347,0.049038706,0.037731854,0.028351825,0.025112222,0.030278648,0.024455831,0.013720674,0.016219192,0.025895655,0.020263403,0.018188363,0.019014144,0.025853307,0.030935039,0.035423901,0.043279411,0.050309139,0.065300246,0.091725248,0.087744558,0.069302109,0.062526467,0.070191412,0.059138647
348,0.017503071,0.015046499,0.011449377,0.006887173,0.009431479,0.017283734,0.026583611,0.099052465,0.164283208,0.054044569,0.037331111,0.037331111,0.037462713,0.0388226,0.041542376,0.034830672,0.045665906,0.047288998,0.05536059,0.0517196,0.040401825,0.038954202,0.045709774,0.026013336
349,0.01492479,0.011017777,0.006329361,0.004883766,0.004766556,0.008439148,0.02684118,0.055557726,0.095331119,0.063176402,0.044500879,0.037116624,0.047548349,0.051338152,0.053174448,0.050400469,0.065833171,0.063059191,0.070443446,0.05079117,0.044930651,0.045985544,0.049228365,0.034381715
350,0.015982128,0.006874033,0.005327376,0.004639973,0.001546658,0.00206221,0.036776078,0.069084035,0.094517958,0.063584808,0.022856161,0.034713868,0.045884173,0.052758206,0.041759753,0.059460388,0.060491493,0.059460388,0.090393538,0.063069256,0.042103454,0.038322736,0.04743083,0.040900498
351,0.01245644,0.012901312,0.009416475,0.00515311,0.003966783,0.003670201,0.033624972,0.05445985,0.134611107,0.072106473,0.044450211,0.039890265,0.041595611,0.044338993,0.041743902,0.045636539,0.053384741,0.061577816,0.08263513,0.075665456,0.050863795,0.034588863,0.022985097,0.018276859
352,0.006805413,0.003719237,0.00292791,0.001978318,0.001820052,0.011474242,0.051990188,0.067104534,0.122497428,0.07311862,0.038221097,0.038379362,0.05499723,0.045184775,0.03450186,0.04795442,0.049457941,0.078341378,0.093139194,0.053493709,0.034897523,0.03655931,0.033473134,0.017963124
353,0.010588843,0.007102273,0.002970041,0.002453512,0.001420455,0.011234504,0.021478994,0.018250689,0.041580579,0.027160813,0.027419077,0.035769628,0.047176309,0.05268595,0.047305441,0.060821281,0.072701446,0.090306474,0.121298209,0.094352617,0.063920455,0.060132576,0.053891185,0.02797865
354,0.017682106,0.009225447,0.00560574,0.003843936,0.001697738,0.005285412,0.017938369,0.06906272,0.099782177,0.042699725,0.036165033,0.048433596,0.041930937,0.043756807,0.051476712,0.04173874,0.051508745,0.079024922,0.109552181,0.06403357,0.047696842,0.039944904,0.044173233,0.027740406
355,0.025073505,0.01690624,0.012114777,0.007432212,0.004328651,0.005771534,0.013394316,0.026325819,0.067162147,0.048813024,0.040427965,0.04756071,0.050473701,0.049765872,0.046308396,0.047342916,0.056653599,0.065937058,0.095883698,0.080039203,0.052814984,0.04930306,0.053849505,0.036317108
356,0.02503667,0.016261191,0.010773355,0.006701735,0.005007334,0.00756158,0.01279652,0.024151535,0.057862526,0.050553841,0.039729907,0.041601335,0.050857316,0.044282029,0.045268322,0.048404228,0.05414496,0.070203834,0.114991654,0.074149006,0.057255576,0.056977391,0.051287239,0.034140913
358,0.048250675,0.027717967,0.020080656,0.013454515,0.008922092,0.00831539,0.013835191,0.023137959,0.051474524,0.033701717,0.022138685,0.028336565,0.041505573,0.043361369,0.042802251,0.053139982,0.052521383,0.060218175,0.084557643,0.067058446,0.061288826,0.064655429,0.0684265,0.061098488
359,0.024275155,0.014374165,0.009137277,0.005564193,0.003082126,0.007664403,0.011837547,0.036058151,0.052287047,0.03750375,0.035348989,0.066933966,0.054387257,0.050405041,0.049777705,0.04675013,0.055451,0.076289447,0.116820773,0.060142378,0.046831956,0.046695579,0.049886807,0.042495159
361,0.036624478,0.029623754,0.024140428,0.019553747,0.020208987,0.021484981,0.013587613,0.024743939,0.056212712,0.039245439,0.029830672,0.029882402,0.036624478,0.03979722,0.045418492,0.049694796,0.049815498,0.057040383,0.076300997,0.076990723,0.060506259,0.05707487,0.059868262,0.045728869
362,0.038743195,0.019233426,0.014811949,0.005968994,0.011412938,0.00829027,0.01710559,0.049686351,0.077873269,0.058695112,0.033050543,0.034984939,0.040042004,0.039682759,0.040760494,0.040926299,0.0481112,0.057589742,0.081189377,0.065797109,0.058778014,0.052394506,0.054190731,0.050681184
363,0.039777588,0.033076704,0.026290277,0.020159681,0.019446821,0.008753921,0.011719418,0.025777017,0.081066439,0.050641574,0.028913601,0.026689478,0.040547476,0.032221272,0.035101226,0.036441403,0.045737097,0.052609068,0.075335044,0.070459082,0.062902766,0.056686627,0.065754206,0.053892216
364,0.047984224,0.02791411,0.015118317,0.017528484,0.008457493,0.030368098,0.056485539,0.108983348,0.121209465,0.050438212,0.034355828,0.033654689,0.033172656,0.038650307,0.032340053,0.031463628,0.031288344,0.03549518,0.046713409,0.050262927,0.038869413,0.040797546,0.03659071,0.031858019
365,0.039671683,0.010943912,0.004103967,0.005471956,0.001367989,0.005471956,0.006839945,0.049247606,0.150478796,0.030095759,0.013679891,0.017783858,0.042407661,0.027359781,0.01504788,0.034199726,0.038303694,0.054719562,0.162790698,0.068399453,0.05745554,0.039671683,0.069767442,0.054719562
367,0.023930096,0.020653361,0.016482971,0.013404826,0.010475623,0.010773508,0.045824645,0.094528845,0.165425479,0.035795849,0.026561414,0.027355774,0.027206831,0.030483567,0.030880747,0.031426869,0.038327872,0.053371065,0.052775295,0.061413961,0.05128587,0.051136928,0.047065833,0.033412769
368,0.01151764,0.007484649,0.005667987,0.003051993,0.001380663,0.00123533,0.00279766,0.010754642,0.024234277,0.015368964,0.01878429,0.04418123,0.049485885,0.057370199,0.053700541,0.060458526,0.062347855,0.086473132,0.146858991,0.110525742,0.069723504,0.059332195,0.059695527,0.037568579
369,0.011014567,0.006874521,0.00350115,0.002760031,0.00153335,0.005315615,0.004651163,0.026143624,0.057475083,0.030973677,0.028724764,0.0649885,0.067339637,0.061691797,0.068208536,0.070099668,0.067620751,0.084973166,0.137388193,0.068361871,0.040046001,0.040097112,0.032047023,0.018170202
370,0.014631648,0.007754774,0.005633185,0.003475016,0.00248738,0.002304485,0.002231326,0.007169508,0.039980979,0.026080913,0.042541517,0.063720828,0.070853757,0.06448899,0.061087131,0.062842929,0.067744531,0.086326725,0.162045504,0.08570488,0.04202941,0.033725949,0.028385398,0.016753237
371,0.034567667,0.018372952,0.014205891,0.009660006,0.00653471,0.005682356,0.005492944,0.015579127,0.020930012,0.020077659,0.018988541,0.02774884,0.039634435,0.045364144,0.0502415,0.063168861,0.075385927,0.088171228,0.094563879,0.074817691,0.066246804,0.077327398,0.072970925,0.054266503
372,0.059766312,0.065815324,0.047047875,0.03008996,0.024609658,0.01235653,0.018095337,0.024299452,0.04249819,0.033088615,0.029262744,0.027091304,0.032985214,0.032002895,0.036811085,0.037379795,0.040636956,0.050925447,0.05537173,0.064005791,0.055216627,0.059301003,0.062041154,0.059301003
373,0.018103215,0.018913807,0.014860848,0.008646312,0.007565523,0.014590651,0.014320454,0.037557417,0.07160227,0.047284518,0.052688463,0.04998649,0.046203729,0.048635504,0.07349365,0.052688463,0.045933531,0.064036747,0.074304242,0.053228857,0.052688463,0.058902999,0.043231559,0.030532289
374,0.04418727,0.049535332,0.03778713,0.018236016,0.016570226,0.012887954,0.018367526,0.018718218,0.053217605,0.039365246,0.044450289,0.035288445,0.037567947,0.03945292,0.042302297,0.041557075,0.045195511,0.047431177,0.064176749,0.080878485,0.056812204,0.050017535,0.054883395,0.051113449
375,0.036593639,0.030368331,0.026577278,0.016640728,0.012490522,0.012410711,0.015922423,0.039347141,0.072229538,0.039945728,0.039027894,0.033081927,0.040943374,0.049084161,0.045612355,0.046171036,0.04393631,0.053832954,0.074304641,0.063769504,0.056267209,0.053433896,0.056985514,0.041023185
377,0.02589372,0.029468599,0.015555556,0.009275362,0.006956522,0.002512077,0.002318841,0.009565217,0.041835749,0.037487923,0.022318841,0.04173913,0.038454106,0.043188406,0.043864734,0.057101449,0.049758454,0.063381643,0.139323671,0.117971014,0.072657005,0.050724638,0.045507246,0.033140097
378,0.043348512,0.054848087,0.050217386,0.036839803,0.036042294,0.04952278,0.029482133,0.024851432,0.043477142,0.049831494,0.04514934,0.049625685,0.063697872,0.031797484,0.028761802,0.030536904,0.033109516,0.039360963,0.051323609,0.045843945,0.039541046,0.036145198,0.044326104,0.042319467
379,0.031562237,0.026613129,0.015314222,0.008590905,0.007236904,0.004809039,0.005416005,0.014193669,0.041460454,0.033896722,0.022224297,0.038659072,0.04206742,0.042347558,0.045802596,0.053226258,0.064711925,0.074890279,0.126949295,0.097301335,0.060463162,0.055373984,0.04832384,0.038565692
380,0.022922516,0.016846164,0.012907011,0.008842141,0.007291623,0.005238235,0.00477727,0.027532163,0.060847337,0.034027574,0.028202657,0.03813435,0.047479361,0.045845032,0.044923103,0.058332984,0.062146419,0.093240582,0.121275615,0.098814064,0.049909902,0.043707832,0.035787621,0.030968445
381,0.02327054,0.024220358,0.013139148,0.008706665,0.009656483,0.010447997,0.007281938,0.016780117,0.022953934,0.016305208,0.020262783,0.032610416,0.028336236,0.034193446,0.045274656,0.065379136,0.061579864,0.079943011,0.097039734,0.085800222,0.073769194,0.099889188,0.077410163,0.045749565
382,0.049555439,0.047005753,0.032949791,0.027392782,0.022031904,0.013206067,0.01791318,0.031380753,0.050339958,0.035303347,0.024450837,0.02915795,0.035041841,0.040533473,0.042037134,0.041252615,0.044129184,0.051124477,0.061584728,0.074071653,0.056942992,0.05563546,0.064069038,0.052889644
383,0.033798734,0.033970397,0.027981231,0.019283589,0.015392538,0.028610666,0.013942931,0.015182727,0.040131228,0.039711604,0.031261921,0.033131151,0.043488212,0.041561761,0.042458228,0.043411917,0.04337377,0.051346609,0.07488365,0.08634699,0.063992523,0.064755474,0.068532082,0.043450065
384,0.02510069,0.022871116,0.016685846,0.02179229,0.006544879,0.009205984,0.015247411,0.033084005,0.078610472,0.047324511,0.030063291,0.030063291,0.037686997,0.036752014,0.03660817,0.042074223,0.049410242,0.061349252,0.116728999,0.093785961,0.053006329,0.047180667,0.063291139,0.025532221
385,0.011622364,0.009488571,0.007922275,0.005879282,0.003927088,0.003495789,0.004608086,0.018205344,0.034798992,0.023653327,0.019022541,0.036841986,0.045740358,0.060745012,0.063650603,0.06144871,0.066987492,0.076634962,0.111116156,0.101990784,0.078882255,0.065534697,0.057022223,0.030781105
386,0.012524008,0.010123239,0.007162292,0.003241037,0.003961268,0.024927977,0.032050256,0.078385083,0.138964469,0.061259603,0.037451985,0.03353073,0.042533611,0.034611076,0.028649168,0.032610435,0.03753201,0.040733035,0.056498079,0.044614277,0.072543214,0.086267606,0.058018566,0.021806978
387,0.020987408,0.018438937,0.016490106,0.009294423,0.013791725,0.011093344,0.010993404,0.02873276,0.024985009,0.022986208,0.031181291,0.035478713,0.041974815,0.041425145,0.048920648,0.069808115,0.074105537,0.120177893,0.118778733,0.077253648,0.050969418,0.042924245,0.043174096,0.026034379
388,0.038625,0.027208333,0.024791667,0.013333333,0.007541667,0.007541667,0.0085,0.018791667,0.055708333,0.049208333,0.03375,0.027125,0.036125,0.040166667,0.041416667,0.045083333,0.050458333,0.05525,0.076916667,0.074875,0.064916667,0.073125,0.073041667,0.0565
389,0.021549919,0.011729113,0.008238306,0.005492204,0.004095881,0.002746102,0.005073307,0.020572492,0.059809169,0.047568071,0.031789621,0.029555504,0.041424249,0.061019316,0.05845939,0.058133582,0.074610193,0.088294159,0.127856644,0.090435187,0.048080056,0.040912264,0.035140796,0.027414475
390,0.033069292,0.027532108,0.017957394,0.013112359,0.008844113,0.006883027,0.009843882,0.023340768,0.046104745,0.028647235,0.031838806,0.030839037,0.03852957,0.045681766,0.053180035,0.057294471,0.063716066,0.072406368,0.094939629,0.083326925,0.059524725,0.056217796,0.054295163,0.042874721
391,0.007160257,0.00531483,0.002214512,0.002214512,0.000811988,0.001476342,0.002362147,0.026647966,0.07005241,0.034694028,0.04680003,0.043478261,0.058906031,0.06473758,0.064220861,0.069683325,0.067985532,0.088654315,0.125119953,0.080829704,0.047907286,0.038753968,0.032553333,0.017420831
393,0.023341665,0.022264949,0.015573928,0.009498173,0.007306287,0.011343972,0.004768314,0.006537204,0.024149202,0.025033647,0.027110171,0.031840031,0.042107287,0.05318208,0.06329552,0.077408191,0.09002115,0.109863488,0.105402807,0.068909825,0.050644107,0.045298981,0.049759662,0.035339358
394,0.018229167,0.015520833,0.0109375,0.00625,0.003333333,0.018020833,0.019166667,0.0540625,0.130520833,0.060520833,0.038020833,0.021354167,0.028125,0.03125,0.0259375,0.031770833,0.038958333,0.0534375,0.099166667,0.085416667,0.055208333,0.053854167,0.061354167,0.039583333
395,0.028128853,0.01872688,0.014411221,0.006242293,0.003776202,0.0175709,0.041461159,0.070052404,0.12946979,0.062808261,0.025354501,0.028282984,0.032521578,0.036297781,0.029207768,0.037530826,0.041075832,0.054254007,0.06797164,0.062345869,0.049475956,0.050092478,0.052481504,0.040459309
397,0.01402356,0.011459252,0.009536021,0.009295617,0.004808078,0.002804712,0.003445789,0.010337367,0.018591233,0.019793253,0.020193926,0.028608062,0.038705024,0.063707028,0.057296258,0.069877394,0.07188076,0.089991185,0.151774982,0.109143361,0.062905682,0.050725218,0.053369661,0.027726581
398,0.020872567,0.017027621,0.00784683,0.004315756,0.004080352,0.002667922,0.006042059,0.009651601,0.039861896,0.033584432,0.028876334,0.03138732,0.036173886,0.046217828,0.052338355,0.054613936,0.064657878,0.076192718,0.137868801,0.11809479,0.063088512,0.060263653,0.049199623,0.03507533
399,0.033244087,0.03145917,0.022757697,0.022311468,0.011825078,0.016510486,0.031905399,0.057117358,0.133199465,0.035029005,0.020526551,0.026773762,0.036813922,0.032351629,0.025658188,0.032351629,0.045961624,0.039937528,0.061356537,0.084783579,0.061802767,0.050200803,0.043284248,0.042838019
400,0.017039078,0.01271979,0.009148726,0.006904057,0.004795429,0.003435024,0.012277659,0.056762915,0.198313097,0.080978131,0.035438561,0.041492365,0.044281196,0.050675101,0.047988301,0.038771554,0.044757338,0.041594395,0.047546169,0.05036901,0.049382716,0.044655307,0.034792368,0.025881713
401,0.017062059,0.013709816,0.009669933,0.010271618,0.002664604,0.006016847,0.025399691,0.046114836,0.104435276,0.092788379,0.053335052,0.049896854,0.055140107,0.052045728,0.049553034,0.050025786,0.050025786,0.058750215,0.052819323,0.056300499,0.045470174,0.0416022,0.032834795,0.024067389
402,0.020574625,0.016446383,0.012584479,0.007490761,0.004893964,0.006691747,0.014715185,0.050471086,0.130006326,0.074474814,0.052868129,0.046409428,0.044445184,0.045876752,0.044578353,0.04291374,0.050337917,0.051669607,0.063055565,0.05829477,0.05756234,0.040250358,0.036554916,0.026833572
403,0.025875557,0.023628997,0.013399125,0.008384483,0.005255346,0.009146708,0.024070285,0.034942031,0.111164601,0.071649216,0.035864725,0.030007622,0.042082882,0.033738516,0.036145545,0.041079953,0.045613191,0.051069122,0.098567818,0.092189192,0.050226662,0.044850965,0.039074096,0.031973362
404,0.007380074,0,0,0,0.003690037,0,0,0.007380074,0.003690037,0.007380074,0.007380074,0.014760148,0.121771218,0.062730627,0.018450185,0.036900369,0.018450185,0.04797048,0.239852399,0.125461255,0.081180812,0.081180812,0.088560886,0.025830258
405,0.007773009,0.006771578,0.003528851,0.003147353,0.002908918,0.001382928,0.002241297,0.008202194,0.016881259,0.028612303,0.023462089,0.060276586,0.11921793,0.052026705,0.034620887,0.051740582,0.064568431,0.096375775,0.193323796,0.081497377,0.047734859,0.042870768,0.030233667,0.020600858
406,0.016139879,0.01220837,0.008276861,0.005328229,0.003207284,0.013967203,0.016191609,0.065490663,0.072888107,0.060007242,0.038332213,0.033210905,0.038849516,0.041694687,0.038125291,0.054627283,0.061972997,0.067611608,0.080285552,0.083285914,0.05835187,0.049609436,0.056799959,0.023537323
407,0.013693737,0.011748829,0.00777963,0.005120267,0.003453203,0.004048583,0.009605462,0.030880368,0.067595459,0.047233468,0.040843058,0.044534413,0.057513694,0.047233468,0.042867349,0.050329444,0.065690244,0.056997698,0.086091927,0.095379852,0.072834802,0.063467492,0.051361435,0.023696118
408,0.016630763,0.011776533,0.007094643,0.006232946,0.003820192,0.002326583,0.003791469,0.009995692,0.018382881,0.015998851,0.017233951,0.042309349,0.080338934,0.047048686,0.047249749,0.044750826,0.04690507,0.080999569,0.243860405,0.088467615,0.051874192,0.045842309,0.042941261,0.024127531
409,0.012646338,0.010454669,0.00592159,0.003838824,0.002777022,0.001592704,0.00281786,0.007963518,0.018091478,0.016566839,0.017546964,0.032412197,0.064715491,0.059746801,0.056384427,0.064334332,0.07612306,0.097536074,0.204288048,0.0907841,0.054846175,0.045426082,0.033052001,0.020133406
410,0.022538215,0.018769996,0.01116246,0.008602915,0.003554924,0.003626022,0.026733025,0.039175258,0.052257376,0.038961962,0.023889086,0.028012798,0.048489157,0.038677568,0.033913971,0.051048702,0.050551013,0.06789904,0.108425169,0.117099182,0.068610025,0.052470672,0.051759687,0.033771774
411,0.021052952,0.020108464,0.014898544,0.011303394,0.006641887,0.003320943,0.003290476,0.007982451,0.020535007,0.022759125,0.01703126,0.025775395,0.047742368,0.051733593,0.052952288,0.065169703,0.071567851,0.082140028,0.165955761,0.094235574,0.057278655,0.054384254,0.049052465,0.033087563
412,0.012505476,0.010195547,0.005774822,0.003783504,0.002369668,0.001851926,0.003584372,0.019455175,0.039686965,0.033653272,0.033951969,0.035087021,0.082460472,0.058883269,0.037795213,0.043510295,0.050818432,0.069198295,0.222888207,0.092178103,0.046278227,0.038731132,0.031184038,0.024174599
413,0.01126314,0.008426498,0.006382446,0.004588687,0.002127482,0.009219089,0.025237777,0.049224095,0.09102286,0.055272818,0.048806941,0.028825296,0.038670115,0.043801101,0.042799933,0.045386284,0.056273986,0.073502419,0.089020524,0.102244285,0.064450192,0.047972635,0.034373436,0.021107959
414,0.030865779,0.021452357,0.018762807,0.012423156,0.008709016,0.006403689,0.004994877,0.01501665,0.078285092,0.047355277,0.03557249,0.026415215,0.033267162,0.037365523,0.04091957,0.045946465,0.04482582,0.047099129,0.096727715,0.090548156,0.07729252,0.078797387,0.058817879,0.04213627
415,0.019663296,0.011205678,0.006363224,0.003988688,0.002121075,0.003721886,0.012339585,0.03612497,0.204903818,0.067020624,0.036431792,0.024038846,0.029041381,0.030108588,0.028187615,0.029414904,0.030455431,0.044462528,0.090752648,0.095088178,0.057896001,0.052906806,0.050252128,0.033510312
416,0.028695968,0.023913307,0.025396537,0.013318804,0.006144812,0.004873471,0.018676595,0.039714251,0.098922388,0.060600557,0.045495823,0.030633249,0.03568834,0.038957501,0.032419179,0.030300278,0.03487105,0.044769343,0.090991645,0.07161884,0.059359487,0.065928078,0.056060056,0.042650442
417,0.028143093,0.02057053,0.011847705,0.006383958,0.003910893,0.006077221,0.008186036,0.033932748,0.184195391,0.063321959,0.023944634,0.01909436,0.026839462,0.030462789,0.028296461,0.030654499,0.035274721,0.048330202,0.088436026,0.093132932,0.05895096,0.05490587,0.055806909,0.03930064
418,0.041566167,0.023779576,0.013894849,0.009085663,0.003758564,0.001849687,0.002915107,0.00833099,0.03835511,0.020346557,0.022477397,0.023010107,0.031637047,0.034182216,0.040737507,0.048121458,0.063614436,0.072996049,0.082303674,0.088932953,0.083872209,0.086298998,0.091596502,0.066337176
419,0.02874488,0.014177394,0.01237322,0.007289838,0.002755022,0.001060562,0.003583967,0.007728691,0.04177638,0.015774332,0.012592647,0.021247806,0.0327677,0.036229764,0.03976497,0.05180905,0.071923152,0.082711625,0.099522138,0.095804076,0.080761166,0.085503218,0.0922323,0.061866101
420,0.016377054,0.00952633,0.00508659,0.004351533,0.001734733,0.002852018,0.003734086,0.004469142,0.011643292,0.00979095,0.01605363,0.032724707,0.043779954,0.046249743,0.053482697,0.075563788,0.11396313,0.119255535,0.144864897,0.09726265,0.062979624,0.04751404,0.051189321,0.025550557
421,0.026353951,0.020229863,0.014057837,0.008509006,0.005956304,0.003787107,0.005584784,0.018623938,0.062738941,0.041897868,0.035090663,0.034815019,0.049304299,0.047398761,0.044570415,0.046428015,0.056974389,0.061456598,0.091226136,0.071271917,0.067376949,0.073501037,0.071787251,0.041058952
422,0.015966884,0.010391146,0.007011912,0.005744699,0.002703388,0.002872349,0.005660218,0.002787869,0.011320436,0.0136859,0.015966884,0.047562727,0.048154093,0.046042071,0.053560868,0.070203599,0.112781955,0.126214412,0.133986652,0.095125454,0.064965785,0.04587311,0.042071471,0.019346118
424,0.04390313,0.037246849,0.026483501,0.017844498,0.006089789,0.004390313,0.005240051,0.014870415,0.045177737,0.030448945,0.026766747,0.022801303,0.02690837,0.032856536,0.032431667,0.042062031,0.0424869,0.053391871,0.086814899,0.116697352,0.085115423,0.068120663,0.071377992,0.060473021
425,0.009667928,0.0065854,0.003642987,0.003923217,0.004623792,0.001681379,0.001681379,0.002802298,0.018635281,0.047358834,0.032786885,0.053664004,0.07271963,0.090654337,0.040493204,0.0526832,0.052543085,0.087992154,0.203306712,0.109990192,0.04035309,0.024800336,0.021157349,0.016253328
426,0.025428413,0.022506515,0.015004343,0.011134802,0.008607755,0.012872147,0.01397773,0.035773513,0.042170102,0.042170102,0.03119324,0.034825871,0.040274816,0.037352918,0.036168365,0.038774382,0.045802732,0.060728106,0.129432204,0.085998579,0.063886915,0.060649135,0.060254284,0.04501303
427,0.032673556,0.037112502,0.02612429,0.01877456,0.012807452,0.005894339,0.010988211,0.039586669,0.068767283,0.051302576,0.04307961,0.059380003,0.044389463,0.041696987,0.040605443,0.035802649,0.042279144,0.046645321,0.062436327,0.062945714,0.060034929,0.054577209,0.057196915,0.04489885
428,0.01174858,0.014489916,0.004895242,0.002937145,0.003132955,0.002153906,0.001762287,0.026042687,0.090268259,0.031525357,0.038770315,0.053260231,0.049931467,0.061288428,0.064029763,0.077540631,0.062463286,0.078323869,0.126101429,0.069708244,0.039161935,0.03622479,0.034070883,0.020168396
429,0.043206913,0.059049448,0.046087374,0.042246759,0.095535286,0.014882381,0.024003841,0.020163226,0.04512722,0.026884301,0.02256361,0.025924148,0.039846375,0.027844455,0.030724916,0.028324532,0.048487758,0.046087374,0.059529525,0.051368219,0.041766683,0.043206913,0.056649064,0.060489678
430,0.0305685,0.029263747,0.024417521,0.018080149,0.011556384,0.007269338,0.006150979,0.038210624,0.019384902,0.023112768,0.017707363,0.023112768,0.043429637,0.052190121,0.046971109,0.052935694,0.043802423,0.084249767,0.089655172,0.075116496,0.060764212,0.073998136,0.065237651,0.062814539
431,0.030985915,0.015084053,0.014039073,0.012539755,0.013402999,0.028805089,0.028623353,0.038573376,0.068786915,0.044388914,0.038527942,0.034620627,0.044207179,0.041253975,0.041026806,0.054429805,0.055020445,0.068786915,0.076419809,0.071194911,0.047796456,0.046615175,0.043661972,0.041208542
