start_stn,r_weekday.1,r_weekday.2,r_weekday.3,r_weekday.4,r_weekday.5,r_weekday.6,r_weekday.7
437,0.145300807,0.152881718,0.139274954,0.138594616,0.140830013,0.150063174,0.133054719
438,0.136696683,0.15655238,0.141227138,0.140108507,0.146932155,0.14201018,0.136472957
439,0.153571678,0.157349752,0.145525782,0.142797173,0.151262856,0.13188274,0.117610019
440,0.072052402,0.066472586,0.108927705,0.09631247,0.136098981,0.276322174,0.243813683
446,0.163265306,0.151697545,0.147935672,0.149628515,0.136273864,0.131853663,0.119345434
447,0.149706979,0.154235482,0.150506127,0.13185935,0.148641449,0.151571657,0.113478956
449,0.144319683,0.161822985,0.14663144,0.131770145,0.144319683,0.134412153,0.13672391
450,0.147610768,0.148510103,0.139276935,0.142454584,0.14964926,0.143773608,0.128724744
451,0.15648201,0.154768704,0.147344375,0.146773272,0.147915477,0.120597754,0.126118409
452,0.162800506,0.167721074,0.149022916,0.147757627,0.166034022,0.116828342,0.089835512
453,0.148695109,0.160571964,0.148148148,0.14416315,0.154789811,0.136818253,0.106813565
454,0.168898586,0.161149564,0.151369245,0.14121276,0.154679506,0.12300632,0.09968402
455,0.154259287,0.174697896,0.153513352,0.154706848,0.170819036,0.119797106,0.072206475
456,0.142918547,0.153019557,0.148828713,0.141521599,0.146357189,0.138190415,0.12916398
457,0.16324981,0.178110424,0.155005966,0.159778718,0.161297321,0.104349713,0.078208049
458,0.157668823,0.172420047,0.150293211,0.150958225,0.151744151,0.105011789,0.111903754
461,0.169856872,0.171322642,0.15804449,0.150715641,0.157440938,0.100534575,0.092084842
462,0.141474311,0.174981385,0.139985108,0.141474311,0.134772897,0.151898734,0.115413254
463,0.222222222,0.125,0.106481481,0.101851852,0.171296296,0.171296296,0.101851852
464,0.140492687,0.151270208,0.135103926,0.137413395,0.160508083,0.132409546,0.142802156
465,0.071428571,0.035714286,0.25,0.25,0.25,0.142857143,0
500,0.14801444,0.149342445,0.145654977,0.145654977,0.144185147,0.137403301,0.129744714
501,0.140148802,0.135208221,0.136903805,0.132504056,0.139520267,0.16742432,0.14829053
502,0.126424572,0.121548176,0.123210271,0.11536225,0.128645278,0.19545877,0.189350684
503,0.138967136,0.141761681,0.138967136,0.136552649,0.141001565,0.156852224,0.145897608
504,0.140064962,0.152245345,0.149016127,0.145862447,0.152283114,0.140650376,0.11987763
505,0.145624413,0.150092665,0.146246414,0.1419051,0.146309883,0.141625835,0.128195689
506,0.165611013,0.155307829,0.15573009,0.160037159,0.148805,0.117810996,0.096697914
507,0.16274878,0.1701089,0.152234322,0.158054825,0.159181374,0.106646639,0.09102516
508,0.162747268,0.1671393,0.159876885,0.161675197,0.164234334,0.099806336,0.084520681
509,0.149408502,0.155146473,0.148390713,0.152343865,0.15557424,0.134702186,0.104434021
510,0.116579823,0.106064411,0.110553079,0.100853789,0.118243455,0.227572352,0.220133091
511,0.121501395,0.113930871,0.117218799,0.114663056,0.127538474,0.20613102,0.199016384
512,0.14053632,0.144184859,0.139320141,0.141467223,0.142202937,0.152578001,0.139710519
513,0.152540425,0.16374818,0.15087363,0.152981071,0.153938999,0.119683501,0.106234194
514,0.152202084,0.163481721,0.154118527,0.157239592,0.157860154,0.116866524,0.098231397
515,0.142670708,0.138839774,0.138124105,0.134840448,0.140060621,0.159383683,0.14608066
516,0.145590215,0.152631284,0.143402154,0.14578658,0.148928411,0.135519524,0.128141831
518,0.162933876,0.171126624,0.159298041,0.157116541,0.161334109,0.098846228,0.08934458
519,0.145283554,0.153026065,0.136203332,0.148202197,0.145810531,0.135797965,0.135676355
520,0.14389973,0.15095986,0.146319213,0.147310804,0.142471839,0.138981437,0.130057116
521,0.142351703,0.146807891,0.138634481,0.13816423,0.142821954,0.15227176,0.138947981
522,0.133570265,0.145861099,0.145416852,0.153709462,0.148526581,0.147490004,0.125425737
523,0.123526638,0.136727959,0.141914191,0.139556813,0.130598774,0.169966997,0.157708628
524,0.1355488,0.144669253,0.148652899,0.143935423,0.144774085,0.150330223,0.132089318
525,0.145626376,0.137786608,0.133450572,0.133799603,0.133839875,0.154862267,0.160634699
526,0.154451871,0.166935546,0.161289084,0.16324806,0.158792348,0.104401936,0.090881155
529,0.160114943,0.163965517,0.162011494,0.159712644,0.161666667,0.104885057,0.087643678
530,0.150027579,0.159183673,0.150284979,0.152895753,0.151388123,0.125059754,0.11116014
533,0.141183575,0.142995169,0.136714976,0.135507246,0.148188406,0.159661836,0.135748792
534,0.135573159,0.138213603,0.137667304,0.134025312,0.132568515,0.160338705,0.161613403
535,0.139688716,0.146254864,0.1375,0.138861868,0.141001946,0.149659533,0.147033074
536,0.139962816,0.148829671,0.144205558,0.143633503,0.150879535,0.144777614,0.127711303
537,0.144642954,0.144425078,0.137371317,0.13780707,0.138896454,0.149082194,0.147774933
538,0.138436614,0.158282706,0.15164034,0.151397327,0.151316322,0.132644795,0.116281896
539,0.144547002,0.148609493,0.14281447,0.139229919,0.141589748,0.144098934,0.139110434
540,0.143249554,0.147797159,0.146286377,0.147156221,0.146728929,0.143051168,0.125730593
542,0.143164436,0.131585936,0.131718717,0.127921181,0.14515615,0.16183344,0.15862014
543,0.141475528,0.133078481,0.133960661,0.128961642,0.141442854,0.167744887,0.153335947
544,0.126051763,0.125785494,0.119661306,0.115454255,0.127862392,0.185962296,0.199222494
546,0.144546931,0.149909601,0.149541875,0.139766494,0.145833972,0.141451905,0.128949223
548,0.135908564,0.14443776,0.138293301,0.137047222,0.140871396,0.156189576,0.147252181
549,0.142241379,0.148049002,0.141878403,0.14137931,0.1448049,0.147549909,0.134097096
550,0.162660351,0.165699625,0.15606868,0.163370831,0.167160055,0.101085455,0.083955003
551,0.141262242,0.150642002,0.145418934,0.143873776,0.146420022,0.146811752,0.125571273
552,0.140522876,0.134053621,0.12505002,0.132386288,0.139655862,0.156996132,0.171335201
553,0.140316206,0.153874437,0.140729846,0.151898152,0.149140546,0.135904035,0.128136777
554,0.143522512,0.149215111,0.147490081,0.161290323,0.148870105,0.141624978,0.10798689
555,0.139773163,0.14722481,0.139225248,0.141581283,0.147170018,0.147115227,0.137910251
556,0.120681987,0.118902891,0.119644181,0.112231282,0.122312824,0.212898443,0.193328391
557,0.145520476,0.163809073,0.153245832,0.155256001,0.157817981,0.118481731,0.105868905
558,0.15014437,0.154626701,0.148824419,0.150446858,0.146377011,0.130372611,0.11920803
559,0.138416361,0.140388044,0.135332984,0.13602517,0.14280021,0.159433665,0.147603566
560,0.13920989,0.153285407,0.150362806,0.149355012,0.155872077,0.134708412,0.117206396
561,0.142250473,0.142223075,0.137181841,0.131866626,0.142880627,0.158415299,0.14518206
562,0.15204036,0.154278042,0.151267342,0.151185972,0.146588551,0.131494365,0.113145368
563,0.177106196,0.187067365,0.175273148,0.18234003,0.184944888,0.051807723,0.04146065
564,0.121588089,0.159084643,0.138682106,0.156051833,0.138130687,0.150261924,0.136200717
565,0.137800174,0.138148563,0.134652233,0.125730994,0.134913525,0.166629339,0.162125171
567,0.160371526,0.167156708,0.157838392,0.162648332,0.166689284,0.10283319,0.082462568
568,0.145380767,0.151736388,0.144337793,0.141828137,0.149617848,0.14596744,0.121131627
569,0.134927901,0.153124285,0.134699016,0.141794461,0.151178759,0.146372168,0.13790341
571,0.154154482,0.154931594,0.149859915,0.157508334,0.147446778,0.122579194,0.113519704
572,0.141818721,0.138925975,0.136626613,0.143821391,0.144488948,0.146714137,0.147604213
573,0.142963694,0.155731052,0.148096962,0.146736865,0.148886695,0.134452122,0.123132609
574,0.13792079,0.14591951,0.143405627,0.136778116,0.141097424,0.152227072,0.142651461
575,0.14601708,0.145877082,0.143637127,0.141117178,0.141537169,0.133697326,0.148117038
576,0.137243356,0.14246457,0.144191889,0.137478899,0.142817886,0.157343069,0.138460331
577,0.14763757,0.14663654,0.146779545,0.140172749,0.146236129,0.150068642,0.122468825
578,0.17357513,0.179358959,0.168002169,0.172581034,0.168032293,0.07781058,0.060639836
579,0.149514441,0.154180855,0.148852314,0.142861647,0.141253626,0.137564636,0.125772481
580,0.139618364,0.149820518,0.141507652,0.13716229,0.133572643,0.146608729,0.151709805
581,0.145405943,0.159020266,0.151995524,0.159020266,0.152741514,0.119234117,0.11258237
582,0.154212975,0.155443603,0.146021613,0.154482175,0.150059609,0.123216552,0.116563473
583,0.138235505,0.138135168,0.127212786,0.125736401,0.128703505,0.161556654,0.180419981
584,0.151225577,0.148365897,0.142433393,0.147388988,0.147069272,0.133232682,0.130284192
585,0.144981413,0.154550461,0.145119097,0.144889623,0.151131305,0.136077837,0.123250264
586,0.143589744,0.152503053,0.148290598,0.153235653,0.149389499,0.133089133,0.11990232
587,0.155734272,0.162436123,0.150414677,0.154016922,0.155859931,0.120382006,0.101156069
588,0.134574392,0.135057553,0.131476481,0.125081711,0.130538582,0.175529345,0.167741935
589,0.149662038,0.162934743,0.150079882,0.149195035,0.159223301,0.124984638,0.103920364
590,0.157209488,0.165458422,0.158448827,0.154797441,0.155996802,0.110900853,0.097188166
591,0.157976223,0.166159801,0.165385679,0.175504562,0.144539674,0.095051147,0.095382914
592,0.16758794,0.180266718,0.168225744,0.16803247,0.151294936,0.085890993,0.078701198
593,0.128130986,0.153106589,0.14569704,0.140456139,0.152383706,0.145950049,0.134275491
594,0.16588586,0.174190801,0.177385009,0.169399489,0.176959114,0.074531516,0.061648211
600,0.141994774,0.146409586,0.137129471,0.140643301,0.132264168,0.154067934,0.147490765
601,0.152861531,0.155990443,0.153942428,0.148594834,0.154397542,0.126976903,0.107236318
602,0.136870448,0.152162657,0.144292174,0.141893058,0.146087197,0.145517622,0.133176844
603,0.154761905,0.142857143,0.107142857,0.154761905,0.095238095,0.214285714,0.130952381
604,0.146584641,0.155918541,0.137604299,0.14340263,0.14234196,0.139018526,0.135129402
605,0.159652224,0.159078966,0.141690154,0.146992787,0.152534276,0.122533798,0.117517795
606,0.141325536,0.152223994,0.149654439,0.148413964,0.139376218,0.137161085,0.131844763
607,0.149776036,0.144806831,0.144176932,0.14543673,0.140257559,0.137737962,0.137807951
608,0.145107239,0.168230563,0.152368186,0.155049151,0.149798928,0.124106345,0.105339589
609,0.151497949,0.15521379,0.145485511,0.141666452,0.141305189,0.135808841,0.129022269
610,0.147266368,0.152543413,0.143768792,0.144689207,0.141743879,0.145118734,0.124869608
612,0.151951448,0.162636795,0.149368887,0.153178164,0.15582529,0.122639378,0.104400039
613,0.154552139,0.158501049,0.142296904,0.149595577,0.155777663,0.12892508,0.110351589
614,0.147234573,0.159728789,0.148642939,0.149669034,0.150373217,0.131983985,0.112367463
615,0.150575288,0.156770693,0.146881133,0.146111517,0.144495325,0.13041136,0.124754685
616,0.157438292,0.160773849,0.148644551,0.154648554,0.154224028,0.113105707,0.111165019
617,0.143209442,0.155055487,0.147525101,0.148317773,0.152060948,0.138453408,0.11537784
621,0.144095238,0.143904762,0.14952381,0.144952381,0.15,0.147619048,0.119904762
622,0.139982044,0.153823133,0.142862487,0.144096962,0.145106988,0.146790364,0.127338022
623,0.152964717,0.160827901,0.146914912,0.148134253,0.14532039,0.126686364,0.119151464
624,0.146579906,0.1533983,0.145521343,0.145054329,0.148385691,0.14521,0.115850431
625,0.138646727,0.152561695,0.144413895,0.142368562,0.156752951,0.140054989,0.12520118
626,0.15093598,0.15810937,0.147054488,0.14690709,0.145187442,0.134918685,0.116886945
627,0.13468122,0.152281606,0.143139071,0.145152845,0.147730476,0.144709815,0.132304966
628,0.141767554,0.148547215,0.144673123,0.143341404,0.139830508,0.153510896,0.128329298
630,0.15525717,0.16438664,0.154920082,0.152195286,0.153515548,0.121070817,0.098654457
631,0.154381581,0.160159736,0.150968231,0.151771372,0.152842227,0.127788685,0.102088167
632,0,0,0.266666667,0.2,0.466666667,0.066666667,0
633,0.144885207,0.148835316,0.140192957,0.140671758,0.143065763,0.148141055,0.134207943
634,0.144610823,0.154010378,0.141645663,0.142965159,0.141882876,0.13879911,0.13608599
635,0.149805916,0.147102128,0.1428189,0.139365547,0.143220452,0.143033061,0.134653995
636,0.155272012,0.163397448,0.15857297,0.162000889,0.155843331,0.101377515,0.103535834
637,0.147078244,0.158633212,0.149059095,0.145221195,0.144684714,0.130323539,0.125
638,0.164082388,0.177412636,0.161258968,0.169127517,0.153020134,0.09544087,0.079657487
639,0.15234966,0.148614788,0.140412254,0.144288956,0.143319781,0.14017587,0.130838691
640,0.145448697,0.153425539,0.151174011,0.148665166,0.151752975,0.135155999,0.114377613
641,0.149639103,0.147967834,0.142687594,0.138376205,0.145884804,0.156033522,0.119410938
642,0.144817191,0.156257247,0.14848883,0.147445312,0.149223158,0.136932828,0.116835433
643,0.141833994,0.160122778,0.150402865,0.141450313,0.144775547,0.130494096,0.130920408
646,0.137436519,0.160635965,0.152325716,0.1513735,0.156509695,0.129010849,0.112707756
647,0.153040442,0.149258074,0.140335564,0.138880807,0.147027446,0.140432548,0.131025119
648,0.143117461,0.157185029,0.151791246,0.14457524,0.151244579,0.138233901,0.113852546
650,0.139886929,0.150020081,0.14433563,0.137662578,0.136921128,0.145138867,0.146034786
651,0.141132448,0.149181022,0.151440271,0.143744705,0.149251624,0.140426433,0.124823496
652,0.149171271,0.143406197,0.151092962,0.148931059,0.140043238,0.14388662,0.123468652
654,0.134261647,0.14921781,0.140278494,0.139590854,0.143888602,0.153687468,0.139075125
656,0.136141209,0.166550157,0.14819993,0.143131772,0.157112898,0.131247815,0.117616218
657,0.135012346,0.160691358,0.147358025,0.149234568,0.144790123,0.151407407,0.111506173
658,0.146955091,0.156242652,0.146719962,0.149776628,0.142957912,0.139901246,0.117446508
659,0.15415852,0.159948864,0.150248158,0.143555422,0.151225748,0.126109189,0.114754098
660,0.159404581,0.162078185,0.155213527,0.14979406,0.154057374,0.121251536,0.098200737
661,0.153277932,0.16369872,0.14628677,0.151233347,0.144901728,0.117266851,0.123334652
663,0.152447804,0.163516919,0.150827934,0.136699064,0.144798416,0.129409647,0.122300216
664,0.144144144,0.18018018,0.126126126,0.216216216,0.207207207,0.099099099,0.027027027
700,0.136124263,0.15114987,0.139143879,0.137138854,0.144096048,0.15240603,0.139941057
701,0.13818929,0.147998409,0.147468187,0.144353128,0.153035525,0.140641569,0.128313892
702,0.145384328,0.146256385,0.146380964,0.143827084,0.15310826,0.141210913,0.123832067
703,0.141173521,0.143894183,0.139618857,0.136221163,0.144245236,0.15246991,0.142377131
704,0.147398297,0.15280143,0.145085672,0.144518028,0.154041837,0.139114895,0.11703984
706,0.141441151,0.147203909,0.14388456,0.142639805,0.15033885,0.147711032,0.126780692
707,0.143512974,0.155688623,0.143213573,0.144710579,0.15,0.132235529,0.130638723
708,0.144995723,0.15068183,0.143511297,0.145498918,0.148895486,0.13563629,0.130780456
709,0.145248227,0.156453901,0.152624113,0.15035461,0.165248227,0.132198582,0.09787234
710,0.137522229,0.142955938,0.142363169,0.141177633,0.149575183,0.146611342,0.139794507
711,0.148789306,0.149446697,0.136737154,0.143091925,0.149556262,0.140791059,0.131587597
712,0.145173812,0.149573018,0.140774605,0.14612266,0.14862417,0.144828776,0.124902959
713,0.13854036,0.150041824,0.142304475,0.140945211,0.147427854,0.142827269,0.137913007
714,0.141468158,0.152746719,0.155566359,0.149343704,0.148760331,0.13835683,0.1137579
716,0.150760752,0.151231806,0.146827453,0.146544821,0.151702859,0.133637948,0.119294361
719,0.148267194,0.151192978,0.136193184,0.140890922,0.147566654,0.143280999,0.132608069
720,0.142365493,0.156131697,0.146380636,0.146265917,0.147757256,0.127452105,0.133646897
722,0.141439698,0.142779183,0.147740239,0.14243191,0.14962544,0.146202312,0.129781217
723,0.149462076,0.163797741,0.155567509,0.153335126,0.164550834,0.113717052,0.099569661
724,0.130612245,0.147566719,0.130926217,0.143485086,0.13877551,0.162951334,0.145682889
725,0.139240506,0.148148148,0.144983591,0.144631974,0.151312705,0.136075949,0.135607126
726,0.130082141,0.152399649,0.150384874,0.134111691,0.150074908,0.149196673,0.133750065
729,0.13728566,0.150321848,0.142586683,0.141234381,0.141883486,0.149185914,0.137502028
731,0.131385233,0.140233475,0.141497509,0.134136367,0.136738791,0.156182616,0.159826009
732,0.136760427,0.154704171,0.146338506,0.13385063,0.146702231,0.144762367,0.136881668
733,0.137354746,0.147408278,0.151325238,0.132784959,0.156547852,0.149236193,0.125342734
734,0.134981421,0.145825434,0.150982028,0.144763783,0.15340866,0.142640479,0.127398195
735,0.131117924,0.149348516,0.149184277,0.144530822,0.146227965,0.149622249,0.129968247
736,0.129735291,0.150313348,0.148255542,0.140492003,0.152277617,0.148349079,0.130577121
737,0.154310553,0.146341463,0.142115431,0.152016421,0.154069065,0.136923448,0.114223617
739,0.141766724,0.158747856,0.148885077,0.146569468,0.155488851,0.131818182,0.116723842
740,0.128469114,0.143128917,0.145814682,0.150962399,0.14805282,0.145814682,0.137757386
741,0.159795571,0.171379898,0.149914821,0.14923339,0.155366269,0.112776831,0.10153322
742,0.135201529,0.150213811,0.144572832,0.140933491,0.148849058,0.152033482,0.128195797
743,0.141500766,0.153292496,0.14517611,0.14992343,0.146860643,0.146554364,0.11669219
744,0.146453709,0.152048367,0.144964808,0.132737773,0.149476629,0.139279913,0.135038802
745,0.147834869,0.161343265,0.144678702,0.144299962,0.147961116,0.139250095,0.114631991
746,0.147619921,0.145235256,0.138264698,0.138402275,0.14982115,0.151609649,0.129047051
747,0.149743723,0.146369947,0.14695387,0.124245767,0.141374165,0.14701875,0.144293778
748,0.147163121,0.139057751,0.1408308,0.140070922,0.131712259,0.168946302,0.132218845
749,0.150499602,0.15545141,0.144928818,0.138031656,0.147051021,0.132460872,0.13157662
750,0.129668216,0.15210771,0.133194422,0.142651066,0.150344607,0.156595608,0.135438372
752,0.122433387,0.154044504,0.153280489,0.147932385,0.153184987,0.141342756,0.127781492
754,0.134971217,0.14453125,0.150596217,0.141550164,0.153680099,0.152446546,0.122224507
755,0.141333693,0.149703024,0.137351512,0.137081533,0.144168467,0.154360151,0.13600162
756,0.130385107,0.142213858,0.131662074,0.129309765,0.140668056,0.160965119,0.164796021
757,0.124961809,0.135044302,0.136571952,0.150015277,0.140849374,0.158570119,0.153987168
758,0.131507346,0.155722837,0.14329766,0.142027934,0.142390713,0.152911301,0.132142209
759,0.133131266,0.16996969,0.146887386,0.161576125,0.162508743,0.115178363,0.110748426
760,0.146128352,0.164507382,0.147032239,0.151250377,0.148237421,0.133775234,0.109068997
762,0.151372213,0.139150943,0.13464837,0.129395369,0.137328473,0.149549743,0.158554889
763,0.139023875,0.143038242,0.140925417,0.141770547,0.152968519,0.154024931,0.128248468
764,0.152242954,0.146552865,0.141193595,0.131202858,0.143707821,0.148802435,0.136297473
765,0.133214164,0.143258427,0.123425264,0.136789241,0.152706844,0.161729656,0.148876404
766,0.138555858,0.134877384,0.125476839,0.127929155,0.143188011,0.158583106,0.171389646
800,0.149442988,0.151081258,0.143479685,0.144167759,0.149082569,0.144134993,0.118610747
802,0.130376153,0.130801987,0.124627395,0.133498935,0.143506033,0.167210788,0.169978708
803,0.146341463,0.141147245,0.142163505,0.134485095,0.150293586,0.141598916,0.14397019
805,0.139896589,0.143607706,0.139563006,0.133266617,0.147527312,0.162288383,0.133850388
806,0.144271737,0.148295724,0.146954395,0.146559886,0.15093893,0.142772605,0.120206722
807,0.153679857,0.148839177,0.152175956,0.152316947,0.159554469,0.126092678,0.107340915
808,0.129383993,0.128372302,0.132419065,0.121065647,0.145683453,0.175022482,0.168053058
809,0.134812353,0.138174931,0.1344645,0.131411124,0.133189039,0.167510532,0.160437522
810,0.128421813,0.128421813,0.131166486,0.134777898,0.134850126,0.17291441,0.169447454
811,0.123951255,0.1258874,0.120154892,0.116624274,0.132075472,0.197904408,0.183402301
812,0.118882153,0.128715067,0.140470206,0.125388141,0.136108236,0.187195032,0.163241165
813,0.138976411,0.141829175,0.13931704,0.137017798,0.14727923,0.152984757,0.142595589
815,0.116605456,0.127262592,0.125065582,0.119523872,0.13247639,0.187336044,0.191730063
816,0.135875677,0.132750084,0.13821257,0.131654666,0.143193071,0.167248455,0.151065477
817,0.144003105,0.14374434,0.140445077,0.137339889,0.145685082,0.155712253,0.133070255
818,0.140648567,0.145637545,0.148509108,0.142069846,0.147696949,0.139720385,0.135717601
819,0.142537284,0.146535524,0.140698093,0.145655911,0.145096158,0.145535964,0.133941066
820,0.146845812,0.152839519,0.153638679,0.145996703,0.154138155,0.133759552,0.112781579
822,0.129599776,0.125394266,0.131001612,0.124553165,0.142706946,0.179505152,0.167239083
823,0.147728454,0.149391829,0.143050213,0.146376962,0.151263125,0.135357106,0.126832311
825,0.128206062,0.123251239,0.123269455,0.11807782,0.136949869,0.196189158,0.174056398
826,0.144619167,0.152036621,0.146865596,0.146568898,0.155978468,0.134700971,0.11923028
827,0.179888084,0.166886109,0.164911126,0.154213298,0.170506912,0.08475971,0.07883476
828,0.143485182,0.14727507,0.135678011,0.1394679,0.139164709,0.154703252,0.140225877
829,0.134521491,0.138416798,0.13582882,0.121208079,0.135668739,0.169365812,0.164990262
830,0.129762311,0.152052769,0.145684067,0.130899579,0.145456613,0.157170477,0.138974184
831,0.121130442,0.125867843,0.119823573,0.125377767,0.134770889,0.180919709,0.192109777
832,0.129672937,0.134790713,0.131333672,0.122453821,0.135909168,0.185290629,0.160549059
834,0.144775859,0.14538636,0.141766963,0.140938427,0.150357579,0.145168324,0.131606489
835,0.146042455,0.153941089,0.14653612,0.140858976,0.150485437,0.139295705,0.122840217
836,0.136608345,0.146403469,0.136608345,0.136384029,0.146627785,0.153282488,0.144085539
837,0.131998532,0.138441463,0.134689883,0.120662235,0.131019859,0.170696897,0.172491131
838,0.143550088,0.151704745,0.14685413,0.13827768,0.149173989,0.13659051,0.133848858
839,0.138657604,0.150552251,0.134749363,0.141206457,0.138997451,0.142565845,0.153271028
840,0.142377857,0.146152233,0.142797232,0.127909415,0.137135668,0.162717551,0.140910044
841,0.144312297,0.146303989,0.139304615,0.132874296,0.147157571,0.146360895,0.143686337
843,0.123350362,0.118348233,0.1148361,0.1148361,0.14250745,0.197211579,0.188910175
844,0.145105361,0.151240331,0.139770605,0.132301947,0.146172313,0.15977594,0.125633502
845,0.163750501,0.172966475,0.166154668,0.167356752,0.148256979,0.097368773,0.084145853
846,0.148724418,0.150967199,0.14255677,0.136809644,0.145500421,0.136809644,0.138631904
900,0.154324324,0.155459459,0.149513514,0.153189189,0.153513514,0.125891892,0.108108108
901,0.148895708,0.156372909,0.148938929,0.140597312,0.147512642,0.141980378,0.115702122
902,0.137742973,0.153544959,0.141238988,0.14669277,0.128793176,0.14893022,0.143056915
903,0.13739644,0.153063736,0.136904274,0.145763268,0.148716266,0.148880322,0.129275695
904,0.136219336,0.141197691,0.138672439,0.138672439,0.145382395,0.156493506,0.143362193
905,0.138270664,0.140937041,0.137699298,0.139168526,0.140828209,0.15745225,0.145644012
906,0.132933264,0.143217796,0.139555096,0.142058976,0.136906363,0.159089498,0.146239007
907,0.138141123,0.141360239,0.135570151,0.134165838,0.136391133,0.158795316,0.1555762
908,0.137255968,0.149382783,0.143183425,0.13915928,0.137962913,0.155092718,0.137962913
909,0.152127743,0.163218752,0.153543617,0.146621568,0.15283568,0.127035318,0.104617321
911,0.136362365,0.149755347,0.140304767,0.143044876,0.143548162,0.157276667,0.129707815
912,0.140160948,0.154945084,0.1402658,0.146609348,0.144092899,0.146950117,0.126975805
913,0.147401575,0.145085688,0.138619731,0.138897638,0.144066698,0.166873553,0.119055118
914,0.13768043,0.140617657,0.136858006,0.130278617,0.13776435,0.16312521,0.15367573
915,0.137953069,0.145798573,0.138272569,0.14082857,0.135503568,0.161028081,0.14061557
916,0.144157672,0.147958705,0.150023463,0.145002346,0.151759737,0.14124824,0.119849836
917,0.154354269,0.155639662,0.153104581,0.152176242,0.151854893,0.128360767,0.104509587
918,0.124260355,0.088757396,0.106508876,0.153846154,0.159763314,0.207100592,0.159763314
919,0.145331676,0.15309927,0.142457667,0.153643001,0.153021594,0.130107193,0.122339599
921,0.142988391,0.140482753,0.134385701,0.137225424,0.144157688,0.152175729,0.148584315
922,0.136212109,0.139623227,0.138770447,0.139545701,0.142569191,0.157919219,0.145360105
923,0.14128234,0.150581177,0.143982002,0.156730409,0.149081365,0.138057743,0.120284964
924,0.135080058,0.149490539,0.129839884,0.133624454,0.1356623,0.160262009,0.156040757
925,0.141746917,0.158219294,0.138452441,0.150954553,0.143351918,0.142253759,0.125021118
926,0.138039484,0.143582238,0.138382014,0.13785265,0.147381204,0.154044965,0.140717444
927,0.132786505,0.145941345,0.141685367,0.139054399,0.140292502,0.154221156,0.146018726
928,0.105942662,0.123599772,0.125878109,0.107841276,0.106702107,0.204101006,0.225935067
929,0.143884892,0.09352518,0.115107914,0.172661871,0.179856115,0.172661871,0.122302158
930,0.130984643,0.149544223,0.139032602,0.139853823,0.145602365,0.155046399,0.139935945
931,0.141600246,0.148222606,0.147347508,0.144840472,0.150635037,0.143090277,0.124263854
932,0.128928665,0.147986312,0.132192682,0.144248486,0.138931298,0.161621479,0.146091077
933,0.134679225,0.1443681,0.144329499,0.14541033,0.147378986,0.151779511,0.13205435
934,0.13876843,0.152645273,0.135154669,0.141370338,0.141587164,0.155680833,0.134793293
935,0.132153149,0.146836833,0.149306985,0.135172225,0.143268835,0.1502676,0.142994374
937,0.09106383,0.114893617,0.117446809,0.110638298,0.145531915,0.182978723,0.237446809
938,0.114791548,0.137064535,0.107367219,0.128498001,0.121644774,0.151913192,0.238720731
939,0.161199331,0.156184705,0.145424154,0.149289595,0.146886753,0.128081906,0.112933556
941,0.151161739,0.150980924,0.144200344,0.14474279,0.129102251,0.142392189,0.137419763
942,0.13693752,0.152800259,0.14697313,0.143897702,0.156846876,0.135480738,0.127063775
943,0.162767743,0.16898628,0.140805449,0.160349423,0.157141447,0.115733886,0.094215773
945,0.144029496,0.151760228,0.144980971,0.145337774,0.149500476,0.131184586,0.13320647
946,0.14373928,0.146826758,0.147741567,0.144082333,0.147512864,0.150371641,0.119725557
947,0.140151972,0.145217706,0.143287903,0.146423833,0.145458931,0.150162827,0.129296828
948,0.157641648,0.155028225,0.143947313,0.148965085,0.154401004,0.127325946,0.11269078
949,0.144414894,0.147207447,0.136968085,0.144414894,0.14162234,0.145079787,0.140292553
950,0.14101291,0.149577954,0.137351043,0.139523337,0.145481629,0.159632572,0.127420556
951,0.131302255,0.151254117,0.142133266,0.138142893,0.145743603,0.162275146,0.129148721
952,0.134793764,0.157489639,0.153345175,0.142885336,0.161634103,0.128281034,0.121570949
953,0.137720192,0.148347649,0.145581598,0.131023439,0.140777406,0.159266269,0.137283447
954,0.127412107,0.143272535,0.131245044,0.13507798,0.144329897,0.1629659,0.155696537
956,0.141831597,0.147066155,0.143775861,0.143327185,0.144872626,0.148113066,0.13101351
958,0.14208442,0.154544576,0.137834444,0.145175312,0.153771854,0.14218101,0.124408384
959,0.130849614,0.156292594,0.160835984,0.143571104,0.146297138,0.134484325,0.127669241
960,0.158126431,0.167106885,0.147385103,0.143863356,0.151435112,0.129952456,0.102130657
961,0.144697848,0.150367221,0.151140317,0.137868831,0.145728643,0.145084396,0.125112743
962,0.142835865,0.130473637,0.136878165,0.128388442,0.140005958,0.159368484,0.162049449
963,0.144767636,0.15814109,0.139418255,0.133065864,0.137746573,0.144098964,0.142761618
964,0.139114161,0.15143481,0.147067998,0.151122895,0.15268247,0.134279476,0.124298191
965,0.147058824,0.161497326,0.136898396,0.147593583,0.165062389,0.131194296,0.110695187
966,0.156667703,0.176562014,0.170966739,0.153559217,0.158532795,0.112216351,0.071495182
967,0.14700503,0.165294925,0.144947417,0.155235482,0.148834019,0.125514403,0.113168724
968,0.134615385,0.168918919,0.141372141,0.133575884,0.149168399,0.141891892,0.13045738
